,Speaker,Text
530,Raj,Amy told me you were concerned that I might be too passive and shy. Let me ask you something. Would a passive guy barge in here to look you in the eye and say hey dew-kissed flower what’s up?
531,Sheldon,Yes which is why no one else will ask him to sign one and I will be the possessor of a unique albeit confusing artifact which will set me apart from the hoi polloi of comic book fandom.
532,Leonard,Sheldon he obviously had feelings for her.
533,Sheldon,I don’t drive.
534,Leonard,Thank you Barry.
535,Leonard,Uh yeah.
536,Penny,Oh yeah.
537,Sheldon,This is such a relief. Honestly if it didn’t get you all worked up I’d kiss you right now.
538,Sheldon,That wasn’t sarcasm?
539,Leonard,What?
540,Sheldon,I don’t think that will be necessary for Mr. James Earl Jones. You heard me. The voice of Darth Vader the Lion King’s dad and FYI the guy who says This is CNN. Which also sounds like Darth Vader.
541,Sheldon,Well of course you have a choice. Although we live in a deterministic universe each individual has free will. Now sit down. I call your attention to the events of November 16. Do you remember that date?
542,Raj,But you’re not Princess Punchali.
543,Sheldon,Oh. You said I’m not using my space so I’m using it.
544,Penny,Okay that that’s a good start but I was thinking maybe something a little more personal.
545,Leonard,Honestly?
546,Penny,This plasma grenade.  Ha! Look it’s raining you!
547,Sheldon,Waitresses don’t yell at you at Big Boy.
548,Raj,Hello?
549,Leonard,Here’s Spock’s head with no body. Here’s Mr. T’s body with no head. Oh yeah here’s Spock’s body with Mr. T’s head. I pity the fool who’s illogical.
550,Sheldon,Oh there’s no need to interact with me. I’m just here to observe.
551,Leonard,Gee Penny thanks for buying us dinner.
552,Penny,You know when Leonard’s feeling anxious I make him take a long walk.
553,Penny,Leonard are you okay.
554,Leonard,Okay. Speaking of what the heart wants um a long time ago I made a pact with Wolowitz that kind of involves you.
555,Penny,What?
556,Raj,So you’re wandering all around by yourself? That’s not the kind of hero’s welcome an astronaut should come home to.
557,Sheldon,I’m surprised you struck out with Penny. Apparently she’s a big old five.
558,Penny,It’s called an evening look. I’ve never been to New Jersey before.
559,Howard,Hey I let you peel the plastic don’t get greedy.  Hello?
560,Leonard,The blunt instrument that will be the focus of my murder trial?
561,Howard,Oh is Cinnamon gonna be okay?
562,Sheldon,Wait. Whoa whoa. Is placed right?
563,Leonard,Penny I’ve always known I loved you but this last year has shown me that I also love being married to you. Thank you for saying yes.
564,Howard,How can I meet someone new when everywhere I look I see Lucy’s face? Tell me you don’t see her smile in the crust of this chicken pot pie.
565,Leonard,Hey baby. I love you! Mwuh mwuh mwuh mwuh mwuh.
566,Penny,Yeah but it doesn’t really answer my question.
567,Sheldon,That was a lovely toast. Kudos.
568,Raj,Oh Ooh maybe we could get one of those party buses to take us there.
569,Leonard,Interesting you should lead with that.
570,Howard,What? What are you talking about?
571,Penny,I did not have sex with 31 guys.
572,Sheldon,If you do that I’ll scream.
573,Penny,Yes.
574,Howard,What do I have to be happy about? My life’s a wreck.
575,Leonard,Sheldon.
576,Raj,He’s got to be doing this on purpose.
577,Howard,Then again he did think you were my husband.
578,Leonard,Why did you hit a roadblock with invisibility?
579,Raj,You know you don’t worry about money. I’ll take care of everything.
580,Sheldon,Yes. She’s like the dryer sheets of my heart. I have to go.
581,Penny,It’s good to stretch your muscles before you run.
582,Sheldon,It’s in her book Needy Baby Greedy Baby.
583,Leonard,Did not.
584,Leonard,That would be more helpful if E.T. were real.
585,Sheldon,Uh just out of curiosity why didn’t you ask Leonard for advice about this?
586,Sheldon,Oh dearnot not the dirt people!
587,Penny,Well the girl they picked to play Mimi she dropped out and they asked me to replace her.
588,Leonard,H-h-h-hang on Howard. Barry how good of a shot are you?
589,Leonard,I won’t be too late. I’m just gonna make a final pitch for the funding and then say good night.
590,Sheldon,I believe I do.
591,Howard,No. It’s my fault. You know I finally found someone who was right for me and I I drove her away.
592,Raj,Hey look at this. 20 people from the university have already signed up for our private beta.
593,Sheldon,Yes. I need to prepare her now to save her from pain down the road.
594,Sheldon,All right then. Thank you Howard. Please let Professor Hawking know that I’m available at his earliest convenience.
595,Howard,Well if you like dry factual statements interspersed with painful moments of silence it was bananas.
596,Leonard,Hey Leslie.
597,Leonard,I’ll see what I can do.
598,Sheldon,Good news gentlemen I have tentatively accepted…
599,Leonard,What?
600,Howard,That’s how we missed it.
601,Leonard,That was part of it. The other part is what happened with the elevator.
602,Leonard,Sheldon come on. It’s getting late. Time to go.
603,Leonard,I would like to keep the official flag of our apartment.
604,Sheldon,Underworld guardian. We skirmish to the death.
605,Leonard,I prefer to think of myself as five-ten but I still need to get all my pants hemmed.
606,Sheldon,Excellent. Go on.
607,Penny,Okay. Just for the record I have never entered a wet T-shirt contest. I’ve won a few but that’s just because I spill when I’m drunk so…
608,Sheldon,Hmm?
609,Leonard,And you found somebody you could push around?
610,Penny,What does that mean?
611,Howard,Check it! Howard pulls one out from under the bridge. Nice!
612,Leonard,Who do you think told Koothrappali to go to human resources?
613,Sheldon,Yes.
614,Howard,Sheldon?
615,Howard,Did you start waxing?
616,Leonard,Wait I only initialed it because I never thought it would happen! I initialed another clause naming you my sidekick in case I get superpowers.
617,Raj,Nope I think mocking you is more fun.
618,Penny,No.
619,Sheldon,That’s your opinion.
620,Leonard,Now?
621,Penny,Well so how does it work?
622,Howard,Well I know how you feel. I tried one of those electronic Japanese toilets practically shot myself across the room.
623,Howard,Well it’s not the balls-to-the-wall action of badminton or cricket but hey what is?
624,Howard,Oh boy. Breakfast.
625,Leonard,I’m sorry I’ll start again.
626,Raj,No it’s not. I haven’t had a drink since last night.
627,Sheldon,Luckily for you she could have you beheaded.
628,Howard,Me either.
629,Leonard,Thank you officer.
630,Howard,I was humiliated by yet another woman.
631,Leonard,I had a great idea. You know how we’re always having to stop and solve differential equations like when you’re doing Fourier analysis or using the Schrodinger equation?
632,Howard,You’ve never snooped around my apartment?
633,Sheldon,Did you meet anyone interesting there perhaps a promiscuous redheaded barmaid?
634,Raj,Why is the key always confidence? How come it’s never love handles and flop sweat?
635,Raj,If my fingers ever work again I’ve got a job for the middle one.
636,Leonard,Yeah no. But Sheldon without your insight and leadership this entire enterprise will surely fail.
637,Leonard,You miss the blanket now don’t you?
638,Leonard,Okay Mom let’s get you back to your hotel before anyone says anything else.
639,Sheldon,In order to take a vacation one first has to work.
640,Leonard,Uh we’re on our way to the comic book store.
641,Sheldon,Fine. If you insist on making me a part of this yes I knowledge how painful they can be. However pain has an evolutionary purpose. It provides information from the environment that uh behaviour isn’t good for us.
642,Howard,Fo’ shizzle.
643,Sheldon,I wish I never tried that device. And I know I said the same thing after the massage chair but this time I mean it.
644,Sheldon,Really? Of those two explanations which one seems the most likely?
645,Penny,Oh great. Everything’s good.
646,Raj,You know if I wanted to spend my Saturday nights doing this I could have stayed in India.
647,Penny,Oh hey Leonard. Ooh are you okay?
648,Sheldon,We scored. I’m the wingman.
649,Leonard,Thermal? ‘Cause it’s gonna be cold.
650,Leonard,Whatcha doing?
651,Raj,Well and I ate all the crumb cake. We both made mistakes.
652,Leonard,What are you gonna do? She wanted to see churches.
653,Raj,Well thanks Bernadette. And just for the record labradoodles are hypo-allergenic which is a very sexy quality to those troubled by animal dander.
654,Howard,Hey guys guess who I found at LAX. My baby sister Priya.
655,Leonard,Yeah I like this one.
656,Howard,Interesting. Are you a Droid?
657,Sheldon,Well she could have said goodbye.
658,Penny,I know right? Watch this. Molecules.
660,Sheldon,No I was wrong. The looming threat of being crushed under a pile of lumber does add a certain spice. I’ve never felt so alive.  Oh hello Alex. Uh let me go get you last night’s recordings.
662,Howard,Oh please. My sister’s much hotter than your girlfriend and you know it.
663,Leonard,Did you just quote Star Wars?
664,Sheldon,Let’s see today’s Thursday. Thursday nights I eat pizza from Giacomo’s. Sausage mushrooms light olives.
665,Raj,You know downward-facing dog comes from the Sanskrit phrase adho mukha shvanasana.
666,Sheldon,Wait wait now hang on. You think he manipulates me?
667,Sheldon,No. Crazy was leaving the projection booth unattended.
668,Sheldon,You can always watch the panels online. Oh boy we do say that a lot.
670,Sheldon,I said what are you doing here?
671,Leonard,Yep. You know what? That was pretty crappy of you. I mean all I wanted to do was give you a great night and it’s like you-you went out of your way to destroy it.
672,Sheldon,Yes.
673,Leonard,Still digging the Shamy?
675,Penny,No no. No need to apologise.
676,Raj,You really think so?
677,Raj,Don’t feel bad Leonard negative results are still results.
678,Leonard,Well most of Saturday’s gonna be figuring out where to put this game when we’re done. How about you?
679,Penny,Oh damn it we should have brought binoculars.
680,Penny,I don’t care. Ask her things like are you going to take Howard’s name? Not who’s going to sit on who?
681,Sheldon,Oh while you do that I am going to pump cerebral spinal fluid through my brain cells to remove the metabolic by-products of the day’s thoughts.
682,Penny,Yeah but why are you doing it on the stairs?
683,Leonard,And now you’re also an astronaut.
684,Leonard,No it’s about Penny.
685,Penny,Okay forget the chicken.
686,Howard,No! Not enchanted bunny!
688,Leonard,Just so I know would you be open to taking his class? You can do it online!
689,Raj,Dude that’s incredible!
690,Leonard,I understand that we’re under contract and I don’t know what the consequences of violating that are but uh we’re not gonna be able to deliver in the time we promised.
693,Sheldon,This is a simulation. We have to survive on the supplies we brought.
694,Howard,No kidding. You didn’t make it easy to find. I spent hours digging around online. For the record you have excellent credit scores. And your diabetic aunt seems to be adjusting to her new leg just fine.
